;text;truthRating
4090;In the summer of 2018, President Donald Trump donated his entire $400,000 annual salary to the Department of the Interior for the purpose of rebuilding military cemeteries.;0
4588;'My property taxes went down largely because my technical college portion went down 35.5% because of the money we put in at state.';1
943;'We now do have evidence' that Donald Trump is being used as a recruiting tool for terrorists.;1
6718;'The majority support (raising) the minimum wage.';1
2155;'Look at the debt that has been accumulated in the last two years. It's more debt under this president than all those other presidents combined.';0
8547;Neil Gorsuch called for the 'advancement of the white race' and segregation in a 2012 statement.;0
5769;Since being elected in 2002, Scott Walker has 'given back over $370,000 of his salary to the county.';1
6511;'Every one of the 67 supervisors of elections' in Florida refused to carry out the effort to remove noncitizens from the voter rolls.;0
3330;A video shows a large cloud of pollen falling from a toppled tree.;1
9762;The U.S. government is instituting a regulation mandating all motorcycles be outfitted with 75 MPH governors by January 2017.;0
8305;From 2008 to 2011, 'the pages in the conforming bills have gone from 400 pages to 2,200.';1
2164;The Muslim mayor of 'Blairsville, Michigan' has outlawed Christmas within the city's limits.;0
7681;Pepsi is test marketing a Doritos-flavored version of Mountain Dew.;1
6553;The Texas Department of Corrections granted a cannibal inmate’s request of a child for his last meal.;0
2916;A miraculous car that gets 200 miles to the gallon is sold by mistake then reclaimed by the factory and is never seen again.;0
6349;A photograph shows a group of people golfing as a forest fire rages in the background.;1
3698;Some horses can grow mustaches.;1
8852;Suzanne Bonamici was the only no vote on a 2009 bill cracking down on drunk drivers.;1
6934;Police have documented cases of people randomly distributing poisoned goodies to children on Halloween.;0
3212;'In New York State, Democrats blocked a Bill expanding College Tuition for Gold Star families after approving aid for illegal immigrants.';1
2401;'Laura Ingraham just fired!!!';0
7258;A video shows a marijuana grower hiding from law enforcement officers in a corner.;0
6044;Debit cards issued to Hurricane Katrina evacuees have been used to purchase luxury or entertainment items.;1
6098;If Wisconsin's governor cuts perquisites as much as he plans to do, 'it would still leave (workers) better off than their private sector' counterparts.;1
2600;The family of Anne Frank sought (and was denied) refugee status in the United States.;1
3340;Actress Natalie Portman made a $50 million donation to a hospital in Israel.;0
3422;'Texas added more jobs in 2010 than any other state.';1
2086;Donald Trump expressed strong opposition to the war in Iraq before it began in 2003.;0
9419;Says Milwaukee County Executive Chris Abele 'once proposed a plan to end county funding to homeless shelters.';0
7950;'Debt has almost doubled in Austin under Gov. Perry.';1
4433;Says 'thousands' at a Manhattan rally for Donald Trump were chanting 'We hate Muslims, we hate blacks, we want our great country back.';0
3151;Photograph shows a blue Japanese fruit known as “moon melon.”;0
4710;A video shows a 'Stairway to Heaven' fireworks display.;1
6178;'Crime is down in Arizona.';1
9837;Says a Josh Hawley lawsuit 'would take away important prescription drug coverage for seniors through Medicare and end all of the consumer protections under the ACA.';1
9094;'Democrats oppose any effort to secure our border.';0
8925;'Under Obama’s plan (for welfare), you wouldn’t have to work and wouldn’t have to train for a job. They just send you your welfare check.';0
5913;The Air Force wants taxpayers to fund a fantasy football league.;0
8432;On 30 July 2008, The Cheesecake Factory restaurants will be selling cheesecake for $1.50 per slice.;1
7851;A DNC staffer was killed in a 'mysterious explosion' following the unsolved murder of a young man in Washington, D.C.;0
6307;A billionaire has offered $1 billion to 'breed' Lebron James and Serena Williams.;0
8336;'In fiscal year 2011-2012, 4,191 abortions were paid for by taxpayers via the Oregon Health Plan.';1
5289;'Unemployment is low because everyone has two jobs. Unemployment is low because people are working 60, 70, 80 hours a week and can barely feed their family.';0
9499;Khizr Kahn's law firm received a $375,000 wire transfer from the Clinton Foundation after he spoke at the Democratic National Convention.;0
5467;NBC edited an interview with the family of a deceased Navy SEAL to remove a reference to Christ.;0
7781;States with 'the highest gun ownership rates also have the highest suicide rates.';1
745;Says she 'called for addressing risks of derivatives, cracking down on subprime mortgages and improving financial oversight' early on in the financial crisis.;1
2282;The 2011 Legislature did not cut Texas public school funding.;0
6799;'She flunked the D.C. bar exam.';1
1366;Bob Denver died in January 2017.;0
5029;A bill to save teacher jobs is completely paid for by closing corporate tax loopholes.;0
275;Says Ted Strickland 'in this campaign bragged about his A-plus rating with the NRA. ... He has said he has a mixed and spotty record on this issue and that he can be criticized for it. Those are his words, not mine. So I don’t know where he is on this issue.';1
5193;Prankster who thinks he’s fooling a speed trap camera instead gets tickets for not wearing his seatbelt.;0
1462;Crook posing as security guard places ‘OUT OF ORDER’ sign on bank’s night depository and collects depositors’ money himself.;1
6381;A Muslim waitress refused to seat a church group at a restaurant, claiming 'religious freedom' allowed her to do so.;0
8758;'In the first round of repayments'  from financial institutions that received TARP money, 'the government has actually turned a profit.';1
8439;Chase Bank does not allow cash deposits made by non-account holders.;1
8343;A 1967 news article reported terrorist efforts to disrupt elections in South Vietnam.;1
9338;47 percent of Americans 'can’t pay for an unexpected $400 expense through savings or credit cards, without selling something or borrowing money.';1
7219;'Incoming House Speaker Dean Cannon and incoming Senate President Mike Haridopolos have said they plan to champion efforts next legislative session to allow oil rigs off Florida's coast.';1
846;The family of a POW are reassured by letter sent by their son until they steam off the stamp and read what’s written there.;0
5363;The numbers 6-6-6 were the winning combination in an Illinois lottery the day after Election Day 2008.;1
2246;Lou Gehrig's consecutive game streak began when Yankee first baseman Wally Pipp sat out a game with a headache.;0
7252;'Since World War II, only Gerald Ford and Bill Clinton have had worse ratings after seven months than President Obama.';1
5451;'This year West Virginia produced more AmeriCorps members than any other state.';1
6714;'Since 2008, we have cut 5,000 positions' from Virginia public schools.;1
4340;Says Bill and Hillary Clinton attended Donald Trump's last wedding.;1
5266;Video shows a woman at a baseball game dumping a drink over her boyfriend’s head because he declined to kiss her on camera.;0
8721;'First indictment issued in Russian bribery case tied to Obama-era Uranium One deal.';0
1876;A 1979 Pakistan airline advertisement showed the shadow of a jetliner on the World Trade Center.;1
3524;Football Coach Fired Over Obama Song;1
7761;'As Houston's mayor, I helped our area lead the nation in job growth.';0
3577;Honduras 'bans citizens from owning guns' and has the 'highest homicide rate in the entire world.' Switzerland, with a similar population, 'requires citizens to own guns' and has the 'lowest homicide rate in the entire world.';0
7448;'The country's bankrupt.';0
8345;Says President Barack Obama released a statement on the 'death of brother Robin Williams before ... a statement on brother Michael Brown.';1
1966;Most state employees could pay twice as much toward their health care premiums and it would still be half the national average;1
42;A series of photographs shows a restaurant’s 6-pound hamburger offering.;1
7485;'For the first time in over 40 years, Republicans don’t hold a single statewide office' in Virginia.;1
6258;The United States spends 'almost three times per capita what they spend in the U.K.' on health care and '50 percent more than they pay in France.';1
9098;Says New Jersey’s prison system is '61 percent African-American even though our state is just 13 percent black.';1
5841;Says President Barack Obama's parents were communists.;0
7232;Says, 'I-205, six miles of which runs through my district, already carries more traffic than I-5.';1
5215;A photograph shows a boulder containing remarkably well-preserved, larger-than-human seahorse fossil.;0
7069;Some people have eschewed retirement homes in favor of living on cruise ships.;1
6610;Marjory Stoneman Douglas student David Hogg was caught lying about being on campus during a February 2018 school shooting when he told CBS that he had to get on his bicycle and ride to school.;0
879;'There are still tens of thousands of missing service members from previous and current conflicts that our nation is working to find and repatriate.';1
7854;California schoolteacher Gregory Salcido called members of the United States military 'the lowest of our low' during a classroom discussion.;1
7085;A Florida man has “married” a 6-month-old boy.;0
5431;Naval captain’s speech urges Americans to “wake up” and act decisively in battling terrorism.;1
3656;Beauty and the Beast’s Belle can be glimpsed in a scene from The Hunchback of Notre Dame.;1
4665;Bill Cosby bought up the rights to The Little Rascals (or Our Gang) comedies in order to keep them off television because they depict racial stereotypes.;0
356;No openly gay man has ever been elected to the Georgia Legislature.;1
254;'Fifty percent of our new' Texas 'teachers don’t have college degrees.';0
7610;A particular college course of study was labeled 'the toughest' by the Guinness Book of World Records.;0
8232;Says '566,000 crimes' were 'made in Texas by criminal aliens in the last 6 years.';0
1811;Harry Potter author J.K. Rowling exacted revenge on a Twitter critic by monitoring his finances for two years and then buying his home.;0
1138;In his first TV interview as president, Obama said we 'should talk to Iran.';1
207;Couple is caught taking risqué pictures in an amusement park photo booth.;1
8663;Says GOP recall challenger Kim Simac 'was delinquent paying her property taxes eight of the last nine years.';1
2150;A viral photograph shows President George W. Bush hugging the daughter of a 9/11 victim.;1
4528;Rapists prowling a Target store parking lot use an elderly woman in distress to lure victims.;0
7533;'I don’t take a dime of PAC money.';1
3348;'This administration is slashing the Navy to pay for more Obamacare.';0
2646;The lion used for the original MGM logo killed its trainer and his assistants.;0
3797;An unwary hostess tries to pass off a cake purchased at a bake sale as her own handiwork.;0
6526;Says abortion is 'the most common surgery in our country.';0
3477;Says '85 percent (of immigrants) don’t show up for a scheduled court hearing or call to schedule a court hearing.';0
5603;President Trump tweeted that drug testing would soon be mandatory for all recipients of government assistance.;0
4612;Says in the 2012 State of the Union address, President Obama 'didn't even mention the deficit or debt.';0
1166;Says high-speed rail would have created 60,000 jobs.;0
566;"'American Suicide' a speech by Former Colorado Governor Richard
Lamm";1
4429;'If you will go look up the definition of 'act of God,' we've used it in legal terms for a long time in this state.';1
6337;There is a section of every Facebook user profile that attempts to list them by political category.;1
1076;One of Sylvester Stallone's first screen efforts was a starring role in a porn film.;1
9704;Says George H.W. Bush once said 'If the American People ever find out what we have done, they will chase us down the street and lynch us.';0
4965;Says there’s 'never (been) so many apprehensions ever in our history.';0
8231;Says 'our economy in New Jersey gets $38 billion from the businesses at the Shore.';0
9568;Senator John McCain delivered a speech about a Vietnam POW who was beaten for sewing an American flag into his shirt.;1
582;Students of Sunny Oaks Elementary School in California were forced to cross dress for LGBT week.;0
7924;7 million households now connected to the electricity grid;1
123;An Animal Planet documentary revealed the existence of mermaids.;0
1358;'Ohio companies export more goods and services globally than 41 other states.';1
317;Photograph shows representatives playing solitaire on their laptop computers during a legislative session.;1
4552;Ohio today has the 'fewest number of state employees since the Reagan administration.';1
3353;Photographs show a “Thank you for freedom” message plowed into a field near Offutt AFB.;1
1685;In 2019, a Democrat lawmaker named Tara McClossoff introduced a bill that would ban senior citizens from voting.;0
7393;A memo from Osama bin Laden to his cavemates decries the theft of a box of Cheez-Its.;0
1965;No evidence for church claim that porn & rape linked. Other factors are key | Africa Check;0
7745;The Ohio Players’ recording of the song “Love Rollercoaster” includes the scream of a murdered woman.;0
457;Says Newt Gingrich 'has said that we should make the 11 million illegal workers that are in this country legal.';0
8659;John Raese's wife 'is registered to vote in Florida so she can't even vote for him.';1
3082;A compendium of mortifying examples of cake inscriptions gone wrong.;0
7295;Says four-year terms for City Council members are 'the norm in most cities of our size.';1
7017;Multnomah County’s food action plan 'clearly plans to disrupt the free market system in terms of food choices making it harder and more expensive for many residents to eat their food of choice.';0
7064;Says close to 90 percent of the population growth in Texas over the last decade was non-Anglo.;1
2742;'The average cost for health insurance in Florida went from about $600 a month for an individual to about $150 a month.';0
6847;An off-duty sheriff’s officer apprehended  a gunman by shooting him in a San Antonio movie theater.;1
2365;'The region I represent, both currently and in the future, has more automotive plants than the entire state of California.';1
7070;Pat Tillman’s brother Kevin wrote an essay about U.S. policy in Iraq.;1
4344;Prayers are requested for Heather Brown, who remains in a coma after giving birth to a son.;1
4295;During a recent garbage workers’ strike, clever folks took to gift-wrapping their garbage and leaving it in plain sight in unlocked cars.;0
9968;The Beatles planned the infamous butcher cover as a protest against Capitol Records’ “butchering” of their album releases in America.;0
7961;A razor blade discovered in a child’s “footies” (footed pajamas) injured a baby.;1
8479;Photographs show Jasmine, a greyhound who cares for other animals at a wildlife sanctuary.;1
2467;'Providence is one of the busiest fire departments for its relative size in the country.';1
1823;The media is aware that the bull shark that mauled 8-year-old Jessie Arbogast was one his uncle had been fishing for and fighting on a line for two hours, but they are suppressing that information.;0
1398;Barack Obama and the Democrats have 'proposed a tax for not having health insurance.';1
5278;University of Alabama football coach Nick Saban finished third in a special Senate election in December 2017.;0
7148;Photograph shows “the world’s largest Christmas tree display.”;1
3610;Photograph shows a frog in a jar of pickles.;0
6850;'Russian source behind fake Trump dossier killed in Russian plane crash, Rosatom CFO also dead';0
4455;Vicky Field is requesting prayers for her son Chad Snowden, a serviceman injured in Iraq.;1
8031;'Every single month since 1985 has been warmer than the historic average. All 12 of the warmest years on record have come in the last 15 years.';1
7529;Celine Dion has been killed in a crash.;0
915;'I didn't raise taxes once.';0
5382;'The past president (Barack Obama) brought Al Sharpton into the White House something like 80 times.';1
3465;An autistic artist drew a rendering of the New York skyline from memory after a 20-minute helicopter ride.;1
29;Sweden was 'rocked' by a massive terrorist attack in February 2017.;0
9234;Barack Obama is 'only the second Democrat in the last 75 years to win Ohio twice with more than 50 percent of the vote.';1
9764;The 2007 film I Am Legend accurately predicted the results of the 2008 Super Bowl.;0
5346;A federal court upheld a ruling that school officials acted correctly in requiring students to remove clothing featuring U.S. flag designs on Cinco de Mayo.;1
718;'Florida ranks 45th' in the nation for tuition.;1
1873;'The average South Korean is 3 inches taller than the average North Korean, a huge gulag.';1
266;Virginia 'spends less per student today than we did in 2008.';1
7566;Says in regard to providing 'more tax cuts for the rich,' Bill Pascrell said, 'Republicans had great ideas. I liked some of their ideas.';0
4790;School photograph shows a boy segregated from his class because he is Jewish.;0
3902;The U.S. has a global trade deficit of $800 billion.;0
4287;Claims Ohio Gov. John Kasich says climate change is a problem.;1
3269;Country singer Loretta Lynn passed away in December 2018 and left behind a pro-Trump note for her fans.;0
786;A vintage Heineken advertisement showed a toddler drinking a beer and boasted about having the youngest customers in the business.;0
3106;A young couple has anal sex on Mom’s cherished white sofa and blame the resulting stain on the dog.;0
8835;A resolution introduced to the House of Representatives seeks to repeal the authorization for use of military force against Iraq.;1
5366;Milk-Bone dog treats cause cancer in one of every two dogs that eat them.;0
3142;'In 1950, the average American lived for 68 years and 16 workers supported one retiree. Today, the average life expectancy is 78 and three workers support one retiree.';1
7578;Chris Christie Says Teachers Should Get Minimum Wage;0
2260;Actress Allison Mack confessed that she sold children to the Rothschilds and Clintons.;0
118;Says Connie Mack 'wrote a letter to the Department of Transportation in order to get $29 million in stimulus for his congressional district.';1
2905;Quotes Thomas Jefferson as saying that 'a government big enough to give you everything you want, is strong enough to take everything you have.';0
5690;A photograph shows medalist Jim Thorpe wearing mismatched shoes at the 1912 Olympics.;1
3439;Fox News didn't report breaking political news about the indictment of Paul Manafort and instead ran coverage of controversy involving a cheeseburger emoji.;0
2516;A video shows a man vaporized instantly from electrocution and/or exposure to hydrofluoric or “sulfuric hydrofluoric' acid.;0
1425;Chess player’s head explodes.;0
8237;'Barack Hussein Obama will … force doctors to assist homosexuals in buying surrogate babies.';0
9900;Photograph shows a fisherman in Wisconsin holding a furry trout he'd caught.;0
6322;An effort to repeal voting-reform legislation would be 'the first time in Ohio history where a bill has been passed to stop a referendum.';1
8002;The marginal tax rate for high-earning individuals or families in 1980 was 70%.;1
4482;'(Obama) did accept donations from lobbyists and PACs and he spent money in this campaign from that, through his political action committee.';1
9755;Photograph captures an unlucky tourist posing on the observation deck of a World Trade Center tower on 9/11, seconds before a hijacked airliner smashed into the building.;0
4695;Ordinary use of Ultra Clorox bleach poses a general danger to household pets.;0
8119;House Speaker Dean Cannon says that freshmen lawmakers account for one-third of the 120-member House, and that two-thirds of the chamber have two years or less experience.;1
2289;'A far different picture from the prior eight years, which saw 115 increases in taxes and fees.';1
5386;A scorned woman dumped a bucket of manure onto the bride who ended up with her boyfriend.;1
8628;"President Obama absent from the Arlington 2010 Memorial Day
Ceremony";1
5355;Fellow threatens to eat his pet rabbit unless $50,000 is donated through his web site.;0
6654;A study has determined that Nutella brand spread includes a known carcinogen among its ingredients.;0
1713;Internet celebrity 'Damn Daniel' was mugged and robbed of his shoes.;0
7656;'The people that perpetrated that travesty in San Bernardino had never been to the Middle East.';0
6812;Tom Reed 'has actually voted for every single trade deal that has ever come before him in any form.';1
4452;Ohio amusement park Kings Island will close through 2020 because of 'dangerous rides.';0
6603;Charlie Crist broke the quarter 'record for fundraising in a U.S. Senate race in Florida.';1
4813;'Here are the facts: there is no massive wave of migrants pouring into California. Overall immigrant apprehensions on the border last year were as low as they’ve been in nearly 50 years (and 85 percent of the apprehensions occurred outside of California).';1
540;Message solicits contributions for a statue of President George W. Bush.;0
4443;'I think I received more votes in the Democratic primary than any governor in history.';1
5341;Photograph shows police cruiser crushed between two trucks.;1
8435;A babysitter left alone in charge of sleeping children receives several mysterious, threatening phone calls.;0
7279;"“We have 175 policemen to 100,000 citizens in Nigeria. UN recommendation is 300 police to 100,000 citizens; some will argue 400 police to 100,000 citizens.”";0
2371;The town of DeQuincy, Louisiana, has made twerking illegal.;0
159;An Alabama middle school sent a letter to parents requesting canned goods to be used for defense against intruders.;1
2883;Comedian and talk show host Bill Maher said he hopes an economic recession will occur because it's a way to get rid of President Trump.';1
4327;Two claims on Nigeria’s sucide ranking;1
1385;'When the country was founded, Congress had exactly the same attitude about the sanctity of Christmas celebrations that a 7-Eleven does today: 'Yeah, we're open.'';0
2530;Says Marshall Tuck 'is backed by Donald Trump’s education advisor' pictured as Betsy DeVos.;0
9457;Thomas Jefferson wrote that 'the strongest reason for the people to retain the right to keep and bear arms' is to 'protect themselves against tyranny in government.';0
1730;Oil giant Baker Hughes donated $100,000 to the Susan G. Komen Foundation and now plans to distribute 1000 pink drill bits.;1
3428;'Our tax code has nearly doubled since 1985.';1
7863;'To vote in Mexico every eligible Mexican citizen has to have a tamper-proof photo-ID card with a thumbprint and an embossed hologram.';1
3718;An enterprising college student solicited one-cent donations to finance his education.;1
4547;People have died laughing.;1
3126;Submarine commander issues archly humorous letter when his requisition for toilet paper is cancelled.;1
7519;The List of Military Endorsements for Mitt Romney;1
2826;An open microphone caught President Obama muttering caustic comments about the 4th of July holiday.;0
6419;Instructors at a Virginia middle school did not allow a transgender student to take shelter during a drill simulating how to hide from a school shooter.;1
1098;Farmer expresses dissatisfaction with crop prices by carving a message in his grain field.;1
6440;'Tina (Smith) profited from the opioid crisis.' ​;0
8569;"Lack of Food Taster Prevented President From Eating With
Republicans";1
889;The GOP’s Obamacare replacement would reduce subsidies that help lower-income people buy health insurance, but also 'expand the entitlement' by giving subsidies to higher-income people 'that Obamacare never helped.';1
3329;'The unemployment rate for Wisconsin workers has reached historic lows. It’s never been this low before, ever, ever, ever.';1
752;A meme image shows starving citizens in Venezuela eating garbage.;0
4323;'He reformed welfare before others tried.';0
2999;Powerade commercial shows footage of basketball star Lebron James sinking a series of extraordinarily long shots.;0
1962;'Seventy-seven of the top 300 cities with the highest poverty rate' nationwide are in California.;0
4402;A 1993 instance of product tampering resulted in syringes being found in cans of Pepsi.;0
1030;About 106,000 soldiers had 'a prescription of three weeks or more' for pain, depression or anxiety medication.;1
5859;'When we moved into the White House, we had the lowest net worth of any family since Harry Truman.';1
155;Minnesota bill proposing creation of poet laureate position is written in rhyming verse.;1
6823;'TSA WILL ACCEPT DRIVERS PRIV CARDS FOR ID AT THE AIRPORT';1
622;A list reproduces Saul Alinsky's rules for 'How to Create a Social State.';0
918;Hyland's Teething Tablets have been discontinued for causing 'adverse events' in children.;1
2493;'If you take into account all the people who are struggling for work, or have just stopped looking, the real unemployment rate is over 15 percent.';1
8464;In 2009, Democratic Wisconsin state senators 'rammed through a billion-dollar tax hike in 24 hours with no public input.';1
3988;'As district attorney, Susan Happ took $180,000' in a 'shady' land deal 'from a man charged with multiple felony counts of sexual assault before she offered him a deferred prosecution.';0
911;'Sliders' steal women's purses from cars while their owners are busy pumping gas.;1
